"Age","State","Income","Education","Employment","Marital","Smokes","Political","Name","Occupation"
56,"Ohio",77783.87,"Bachelor's Degree","Full Time","Divorced",FALSE,"Republican","Harley","Unemployed"
23,"Nebraska",24683.66,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Trishawn","Marketer"
30,"West Virginia",39671.17,"9th Grade to 12th Grade, No Diploma","Student","Never Married",FALSE,"Democrat","Harpyr","Teacher"
31,"Minnesota",68198.84,"Master's Degree","Full Time","Divorced",TRUE,"Democrat","Gianetta","Farmer"
79,"Pennsylvania",16554.91,"9th Grade to 12th Grade, No Diploma","Retired","Married",FALSE,"Democrat","Lakayla","Marketer"
85,"Kentucky",36583.01,"Some College, Less than 1 Year","Retired","Married",TRUE,"Democrat","Almida","Data Scientist"
30,"Minnesota",64312.96,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Alayja","Marketer"
59,"Florida",24323.05,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Wuilber","Lawyer"
53,"Tennessee",41934.08,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Emaly","Doctor"
59,"New York",28557.05,"Some College, 1 or More Years, No Degree","Part Time","Widowed",FALSE,"Republican","Norlisha","Lawyer"
43,"Ohio",54495.07,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Kandon","Doctor"
66,"Kansas",49273.71,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Republican","Lynnwood","Marketer"
60,"Michigan",17925.35,"Master's Degree","Full Time","Divorced",FALSE,"Republican","Shimeeka","Marketer"
34,"South Carolina",50713.75,"Bachelor's Degree","Full Time","Divorced",FALSE,"Republican","Rehma","Doctor"
33,"Oregon",33290.68,"Some College, 1 or More Years, No Degree","Full Time","Separated",FALSE,"Republican","Jetty","Teacher"
84,"Texas",3123.66,"Regular High School Diploma","Unemployed","Widowed",FALSE,"Democrat","Laiona","Unemployed"
85,"California",6904.11,"Associate's Degree","Part Time","Married",TRUE,"Republican","Catrease","Lawyer"
46,"Iowa",32636.63,"9th Grade to 12th Grade, No Diploma","Full Time","Widowed",FALSE,"Republican","Dominque","Data Scientist"
46,"California",32295.73,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Republican","Shalynda","Data Scientist"
75,"Illinois",136034.01,"9th Grade to 12th Grade, No Diploma","Retired","Separated",FALSE,"Green","Areon","Teacher"
88,"New York",25738.39,"Associate's Degree","Unemployed","Never Married",FALSE,"Green","Osmar","Farmer"
51,"North Carolina",32183.73,"9th Grade to 12th Grade, No Diploma","Part Time","Widowed",FALSE,"Democrat","Adline","Marketer"
73,"Texas",64058.14,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Eugonda","Farmer"
78,"California",25773.81,"9th Grade to 12th Grade, No Diploma","Retired","Separated",TRUE,"Democrat","Dalonte","Doctor"
31,"Texas",89641.53,"Doctorate Degree","Retired","Widowed",FALSE,"Democrat","Hasmik","Construction"
